User_ID,Data_Badania,Wiek,Plec,Wyksztalcenie,Branza_Fin,Dosw_Inv,Real_Inv,Ryzyko,Pre_G2_Zwrot,Pre_G2_Prawdo_Straty,Pre_G2_Ryzyko_Bankructwa,G1_Kapital_Koncowy,G2_Kapital_Koncowy,Pytanie_01,Pytanie_02,Pytanie_03,Pytanie_04,Pytanie_05,Pytanie_06,Pytanie_07,Pytanie_08,Pytanie_09,Pytanie_10,Pytanie_11,Pytanie_12
4a90502e,2025-12-30 17:11:11,25–34,Kobieta,Podstawowe,Tak,Zaawansowane,Tak,7,od −20% do 0%,26–50%,0–5%,11599.441689785723,-5.684341886080802e-14,3,3,3,3,3,3,3,3,3,3,3,3
