User_ID,Data_Badania,Wiek,Plec,Wyksztalcenie,Branza_Fin,Dosw_Inv,Real_Inv,Ryzyko,Pre_G2_Zwrot,Pre_G2_Prawdo_Straty,Pre_G2_Ryzyko_Bankructwa,G1_Kapital_Koncowy,G2_Kapital_Koncowy,Pytanie_01,Pytanie_02,Pytanie_03,Pytanie_04,Pytanie_05,Pytanie_06,Pytanie_07,Pytanie_08,Pytanie_09,Pytanie_10,Pytanie_11,Pytanie_12
4eb1103a,2026-01-03 15:13:42,25–34,Mężczyzna,Średnie,Częściowo,Brak doświadczenia,Nie,4,od 0% do +20%,11–25%,0–5%,10201.138599313323,0.0,3,3,3,3,3,3,3,3,3,3,3,3
