User_ID,Data_Badania,Wiek,Plec,Wyksztalcenie,Branza_Fin,Dosw_Inv,Real_Inv,Ryzyko,Pre_G2_Zwrot,Pre_G2_Prawdo_Straty,Pre_G2_Ryzyko_Bankructwa,G1_Kapital_Koncowy,G2_Kapital_Koncowy,Pytanie_01,Pytanie_02,Pytanie_03,Pytanie_04,Pytanie_05,Pytanie_06,Pytanie_07,Pytanie_08,Pytanie_09,Pytanie_10,Pytanie_11,Pytanie_12,Pytanie_13,Pytanie_14
94fe5091,2025-12-30 16:21:22,25–34,Mężczyzna,Licencjat / inżynier,Częściowo,Początkujące,Tak,4,od −20% do 0%,26–50%,31–50%,12070.6378062412,0.0,A,A,A,A,B,B,B,B,B,A,A,A,A,B
