User_ID,Runda,Kapital_Przed,Wybor_Strony,Stawka,Bet_Ratio_%,Odchylenie_Kelly,Martingale_Flag,Zmiana_Strony,Wynik_Rzutu,Czy_Wygrana,Kapital_Po_Rundzie
4eb1103a,1,100.0,HEADS,100.0,1.0,0.8,0,0,TAILS,0,0.0
