User_ID,Data_Badania,Wiek,Plec,Wyksztalcenie,Branza_Fin,Dosw_Inv,Real_Inv,Ryzyko,Pre_G2_Zwrot,Pre_G2_Prawdo_Straty,Pre_G2_Ryzyko_Bankructwa,G1_Kapital_Koncowy,G2_Kapital_Koncowy,Pytanie_01,Pytanie_02,Pytanie_03,Pytanie_04,Pytanie_05,Pytanie_06,Pytanie_07,Pytanie_08,Pytanie_09,Pytanie_10,Pytanie_11,Pytanie_12
6ad566d2,2025-12-30 17:29:05,35–44,Kobieta,Średnie,Nie,Brak doświadczenia,Nie,4,od +20% do +50%,26–50%,powyżej 50%,12288.461538461528,-1.5987211554602254e-14,2,4,4,2,4,2,1,4,2,4,5,2
