User_ID,Data_Badania,Wiek,Plec,Wyksztalcenie,Branza_Fin,Dosw_Inv,Real_Inv,Ryzyko,Pre_G2_Zwrot,Pre_G2_Prawdo_Straty,Pre_G2_Ryzyko_Bankructwa,G1_Kapital_Koncowy,G2_Kapital_Koncowy,Pytanie_01,Pytanie_02,Pytanie_03,Pytanie_04,Pytanie_05,Pytanie_06,Pytanie_07,Pytanie_08,Pytanie_09,Pytanie_10,Pytanie_11,Pytanie_12
b86b08ec,2025-12-30 17:34:34,35–44,Inna / nie chcę podawać,Średnie,Częściowo,Brak doświadczenia,Tak,4,od −50% do −20%,26–50%,16–30%,10485.775953137676,0.0,2,3,3,3,3,3,2,3,2,2,3,2
