User_ID,Runda,Kapital_Przed,Wybor_Strony,Stawka,Bet_Ratio_%,Odchylenie_Kelly,Martingale_Flag,Zmiana_Strony,Wynik_Rzutu,Czy_Wygrana,Kapital_Po_Rundzie
b86b08ec,1,100.0,HEADS,10.0,0.1,-0.1,0,0,HEADS,1,110.0
b86b08ec,2,110.0,HEADS,110.0,1.0,0.8,0,0,HEADS,1,220.0
b86b08ec,3,220.0,HEADS,220.0,1.0,0.8,0,0,HEADS,1,440.0
b86b08ec,4,440.0,HEADS,440.0,1.0,0.8,0,0,TAILS,0,0.0
