User_ID,Runda,Kapital_Przed,Wybor_Strony,Stawka,Bet_Ratio_%,Odchylenie_Kelly,Martingale_Flag,Zmiana_Strony,Wynik_Rzutu,Czy_Wygrana,Kapital_Po_Rundzie
94fe5091,1,100.0,HEADS,10.0,0.1,-0.1,0,0,HEADS,1,110.0
94fe5091,2,110.0,HEADS,72.60000000000001,0.66,0.46,0,0,HEADS,1,182.6
94fe5091,3,182.6,HEADS,120.51600000000002,0.66,0.46,0,0,TAILS,0,62.08
94fe5091,4,62.08,HEADS,48.425520000000006,0.78,0.58,0,0,HEADS,1,110.51
94fe5091,5,110.51,HEADS,110.50952000000001,1.0,0.8,0,0,TAILS,0,0.0
