User_ID,Runda,Zwrot_S&P500,Kierunek_S&P,Zwrot_Nasdaq,Kierunek_Nasdaq,Decyzja_Gracza,Lewar_Aktywny,Zmiana_Strategii,Zwrot_Gracza,Zysk_Strata_PLN,Czy_Zysk,Kapital_Po_Rundzie
6ad566d2,1,0.005,1,0.0455,1,A,0,0,0.005,50.0,1,10050.0
6ad566d2,2,0.0199,1,-0.0261,-1,A,0,0,0.0199,200.0,1,10250.0
6ad566d2,3,-0.0049,-1,0.0536,1,A,0,0,-0.0049,-50.0,0,10200.0
6ad566d2,4,0.0172,1,0.0593,1,A,0,0,0.0172,175.0,1,10375.0
6ad566d2,5,0.012,1,-0.024,-1,A,0,0,0.012,125.0,1,10500.0
6ad566d2,6,0.0048,1,-0.0164,-1,A,0,0,0.0048,50.0,1,10550.0
6ad566d2,7,0.019,1,0.05,1,A,0,0,0.019,200.0,1,10750.0
6ad566d2,8,0.0116,1,0.0317,1,A,0,0,0.0116,125.0,1,10875.0
6ad566d2,9,0.0115,1,-0.0154,-1,B,0,1,-0.0154,-167.31,0,10707.69
6ad566d2,10,-0.0045,-1,0.0312,1,B,0,0,0.0312,334.62,1,11042.31
6ad566d2,11,-0.0068,-1,0.0227,1,B,0,0,0.0227,250.96,1,11293.27
6ad566d2,12,-0.0069,-1,0.037,1,B,0,0,0.037,418.27,1,11711.54
6ad566d2,13,0.0185,1,-0.0143,-1,B,0,0,-0.0143,-167.31,0,11544.23
6ad566d2,14,0.0114,1,-0.0217,-1,B,0,0,-0.0217,-250.96,0,11293.27
6ad566d2,15,0.0112,1,-0.0222,-1,B,0,0,-0.0222,-250.96,0,11042.31
6ad566d2,16,0.0111,1,-0.0152,-1,B,0,0,-0.0152,-167.31,0,10875.0
6ad566d2,17,0.011,1,0.0308,1,B,0,0,0.0308,334.62,1,11209.62
6ad566d2,18,-0.0043,-1,0.0299,1,B,0,0,0.0299,334.62,1,11544.23
6ad566d2,19,0.0153,1,0.029,1,B,0,0,0.029,334.62,1,11878.85
6ad566d2,20,0.0108,1,0.0211,1,B,0,0,0.0211,250.96,1,12129.81
6ad566d2,21,0.0106,1,-0.0207,-1,B,0,0,-0.0207,-250.96,0,11878.85
6ad566d2,22,0.0105,1,-0.0141,-1,B,0,0,-0.0141,-167.31,0,11711.54
6ad566d2,23,-0.0104,-1,0.0286,1,B,0,0,0.0286,334.62,1,12046.15
6ad566d2,24,-0.0316,-1,0.0278,1,B,0,0,0.0278,334.62,1,12380.77
6ad566d2,25,-0.0435,-1,0.027,1,B,0,0,0.027,334.62,1,12715.38
6ad566d2,26,-0.0455,-1,0.0197,1,B,0,0,0.0197,250.96,1,12966.35
6ad566d2,27,-0.0238,-1,0.0194,1,B,0,0,0.0194,250.96,1,13217.31
6ad566d2,28,-0.0122,-1,-0.019,-1,B,0,0,-0.019,-250.96,0,12966.35
6ad566d2,29,0.0247,1,-0.0194,-1,B,0,0,-0.0194,-250.96,0,12715.38
6ad566d2,30,0.012,1,-0.0132,-1,B,0,0,-0.0132,-167.31,0,12548.08
6ad566d2,31,0.0119,1,-0.0133,-1,B,0,0,-0.0133,-167.31,0,12380.77
6ad566d2,32,0.0118,1,-0.0203,-1,B,0,0,-0.0203,-250.96,0,12129.81
6ad566d2,33,0.0116,1,-0.0207,-1,B,0,0,-0.0207,-250.96,0,11878.85
6ad566d2,34,-0.0069,-1,-0.0282,-1,A,0,1,-0.0069,-81.92,0,11796.92
6ad566d2,35,0.0185,1,-0.058,-1,A,0,0,0.0185,218.46,1,12015.38
6ad566d2,36,0.0114,1,-0.0385,-1,A,0,0,0.0114,136.54,1,12151.92
6ad566d2,37,-0.0067,-1,-0.024,-1,A,0,0,-0.0067,-81.92,0,12070.0
6ad566d2,38,0.0136,1,0.0164,1,A,0,0,0.0136,163.85,1,12233.85
6ad566d2,39,0.0045,1,-0.0081,-1,A,0,0,0.0045,54.62,1,12288.46
